 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement ;
 Saint-Maurice-Montcouronne ;SAINT MAURICE MONTCOURONNE ;91530;91568;82;48.583333;2.116667;1.16;
 Vaugrigneuse ;VAUGRIGNEUSE   ;91640;91634;82;48.6;2.116667;1.16;
 Villeconin ;VILLECONIN   ;91580;91662;82;48.516667;2.116667;1.55;
 Villiers-le-Bâcle ;VILLIERS LE BACLE ;91190;91679;82;48.716667;2.116667;1.61;
 Saint-Ouen-l'Aumône ;SAINT OUEN L AUMONE;95310;95572;11;49.05;2.116667;0.51;
 Vallangoujard ;VALLANGOUJARD   ;95810;95627;11;49.133333;2.116667;1.26;
 Gioux ;GIOUX   ;23500;23091;74;45.808333;2.125;1.91;
 Gravelines ;GRAVELINES   ;59820;59273;31;50.983333;2.125;-1;
 Le Chesnay ;LE CHESNAY  ;78150;78158;11;48.825;2.125;-1;
 Bourigeole ;BOURIGEOLE   ;11300;11046;91;42.983333;2.133333;1.25;
 Cailhau ;CAILHAU   ;11240;11058;91;43.15;2.133333;1.57;
 Cambieure ;CAMBIEURE   ;11240;11061;91;43.116667;2.133333;1.47;
 Castelreng ;CASTELRENG   ;11300;11078;91;43.033333;2.133333;0.7;
 Escouloubre ;ESCOULOUBRE   ;11140;11127;91;42.733333;2.133333;2.64;
 Villemagne ;VILLEMAGNE   ;11310;11428;91;43.35;2.133333;1.6;
 Brandonnet ;BRANDONNET   ;12350;12034;73;44.383333;2.133333;1.68;
 Peyrusse-le-Roc ;PEYRUSSE LE ROC ;12220;12181;73;44.5;2.133333;1.68;
 Siran ;SIRAN   ;15150;15228;83;44.95;2.133333;1.83;
 Brinay ;BRINAY   ;18120;18036;24;47.15;2.133333;1.7;
 Chârost ;CHAROST   ;18290;18055;24;46.983333;2.133333;1.7;
 Plou ;PLOU   ;18290;18181;24;47.033333;2.133333;1.74;
 Saugy ;SAUGY   ;18290;18244;24;46.966667;2.133333;1.7;
 Ambrugeat ;AMBRUGEAT   ;19250;19008;74;45.533333;2.133333;1.32;
 Saint-Hilaire-Foissac ;SAINT HILAIRE FOISSAC ;19550;19208;74;45.333333;2.133333;1.53;
 Saint-Julien-aux-Bois ;SAINT JULIEN AUX BOIS;19220;19214;74;45.133333;2.133333;1.09;
 Saint-Setiers ;SAINT SETIERS  ;19290;19241;74;45.7;2.133333;2.32;
 Bussière-Saint-Georges ;BUSSIERE SAINT GEORGES ;23600;23038;74;46.4;2.133333;1.99;
 Féniers ;FENIERS   ;23100;23080;74;45.75;2.133333;2.29;
 Malleret-Boussac ;MALLERET BOUSSAC  ;23600;23120;74;46.35;2.133333;1.66;
 Lignerolles ;LIGNEROLLES   ;36160;36095;24;46.483333;2.133333;2.04;
 Urciers ;URCIERS   ;36160;36227;24;46.533333;2.133333;-1;
 Vicq-Exemplet ;VICQ EXEMPLET  ;36400;36236;24;46.633333;2.133333;2.04;
 Chilleurs-aux-Bois ;CHILLEURS AUX BOIS ;45170;45095;24;48.066667;2.133333;1.33;
 Fay-aux-Loges ;FAY AUX LOGES ;45450;45142;24;47.933333;2.133333;0.61;
 Sébouville ;SEBOUVILLE   ;45300;45304;24;48.2;2.133333;1.58;
 Vienne-en-Val ;VIENNE EN VAL ;45510;45335;24;47.8;2.133333;1.33;
 Felzins ;FELZINS   ;46270;46101;73;44.616667;2.133333;2.1;
 Lauresses ;LAURESSES   ;46210;46161;73;44.766667;2.133333;2.1;
 Lentillac-Saint-Blaise ;LENTILLAC SAINT BLAISE ;46100;46168;73;44.6;2.133333;2.1;
 Linac ;LINAC   ;46270;46174;73;44.666667;2.133333;2.1;
 Le Coudray-sur-Thelle ;LE COUDRAY SUR THELLE;60430;60165;22;49.3;2.133333;1.34;
 Fontaine-Saint-Lucien ;FONTAINE SAINT LUCIEN ;60480;60243;22;49.5;2.133333;1.56;
 Méru ;MERU   ;60110;60395;22;49.233333;2.133333;1.39;
 Muidorge ;MUIDORGE   ;60480;60442;22;49.533333;2.133333;1.41;
 Warluis ;WARLUIS   ;60430;60700;22;49.4;2.133333;1.49;
 Azincourt ;AZINCOURT   ;62310;62069;31;50.466667;2.133333;0.64;
 Elnes ;ELNES   ;62380;62292;31;50.683333;2.133333;1.29;
 Fresnoy ;FRESNOY   ;62770;62357;31;50.366667;2.133333;0.56;
 Fruges ;FRUGES   ;62310;62364;31;50.516667;2.133333;0.56;
 Galametz ;GALAMETZ   ;62770;62365;31;50.333333;2.133333;1.07;
 Haravesnes ;HARAVESNES   ;62390;62411;31;50.283333;2.133333;1.04;
 Lumbres ;LUMBRES   ;62380;62534;31;50.7;2.133333;1.38;
 Mencas ;MENCAS   ;62310;62565;31;50.55;2.133333;0.94;
 Moringhem ;MORINGHEM   ;62910;62592;31;50.766667;2.133333;1.77;
 Ouve-Wirquin ;OUVE WIRQUIN  ;62380;62644;31;50.65;2.133333;1.09;
 Quelmes ;QUELMES   ;62500;62674;31;50.733333;2.133333;1.58;
 Radinghem ;RADINGHEM   ;62310;62685;31;50.55;2.133333;0.94;
 Saint-Folquin ;SAINT FOLQUIN  ;62370;62748;31;50.966667;2.133333;2.94;
 Sainte-Marie-Kerque ;SAINTE MARIE KERQUE ;62370;62756;31;50.9;2.133333;2.55;
 Wail ;WAIL   ;62770;62868;31;50.333333;2.133333;1.07;
 Wavrans-sur-l'Aa ;WAVRANS SUR L AA;62380;62882;31;50.683333;2.133333;1.29;
 Planès ;PLANES   ;66210;66142;91;42.5;2.133333;1.63;
 Réal ;REAL   ;66210;66159;91;42.633333;2.133333;1.63;
 Bougival ;BOUGIVAL   ;78380;78092;11;48.866667;2.133333;1.89;
 Buc ;BUC   ;78530;78117;11;48.766667;2.133333;1.89;
 Croissy-sur-Seine ;CROISSY SUR SEINE ;78290;78190;11;48.866667;2.133333;1.89;
 Les-Loges-en-Josas ;LES LOGES EN JOSAS;78350;78343;11;48.766667;2.133333;1.89;
 Versailles ;VERSAILLES   ;78000;78646;11;48.8;2.133333;1.89;
 Bovelles ;BOVELLES   ;80540;80130;11;49.883333;2.133333;1;
 Domesmont ;DOMESMONT   ;80370;80243;11;50.116667;2.133333;1.32;
 Lanches-Saint-Hilaire ;LANCHES SAINT HILAIRE ;80620;80466;11;50.1;2.133333;1.2;
 Montigny-les-Jongleurs ;MONTIGNY LES JONGLEURS ;80370;80563;11;50.183333;2.133333;1.81;
 Pissy ;PISSY   ;80540;80626;11;49.866667;2.133333;0.98;
 Rumaisnil ;RUMAISNIL   ;80710;80689;11;49.816667;2.133333;0.94;
 Saint-Léger-lès-Domart ;SAINT LEGER LES DOMART;80780;80706;11;50.05;2.133333;0.83;
 Blaye-les-Mines ;BLAYE LES MINES ;81400;81033;11;44.016667;2.133333;1.27;
 Fréjeville ;FREJEVILLE   ;81570;81098;11;43.616667;2.133333;1.05;
 Saint-Benoît-de-Carmaux ;SAINT BENOIT DE CARMAUX;81400;81244;11;44.05;2.133333;1.46;
 Saliès ;SALIES   ;81990;81274;11;43.883333;2.133333;0.99;
 Brières-les-Scellés ;BRIERES LES SCELLES ;91150;91109;82;48.45;2.133333;1.44;
 Estouches ;ESTOUCHES   ;91660;91222;82;48.3;2.133333;2.58;
 Gif-sur-Yvette ;GIF SUR YVETTE ;91190;91272;82;48.683333;2.133333;1.35;
 Gometz-le-Châtel ;GOMETZ LE CHATEL ;91940;91275;82;48.683333;2.133333;1.27;
 Saint-Aubin ;SAINT AUBIN  ;91190;91538;82;48.716667;2.133333;1.61;
 Saint-Cyr-la-Rivière ;SAINT CYR LA RIVIERE;91690;91544;82;48.35;2.133333;2.08;
 Hérouville ;HEROUVILLE   ;95300;95308;11;49.1;2.133333;1.3;
 Maisoncelle ;MAISONCELLE   ;62310;62541;31;50.441667;2.141667;1.13;
 Ajac ;AJAC   ;11300;11003;91;43.05;2.15;0.64;
 Brenac ;BRENAC   ;11500;11050;91;42.883333;2.15;1.61;
 Brugairolles ;BRUGAIROLLES   ;11300;11053;91;43.116667;2.15;1.09;
 La Digne-d'Amont ;LA DIGNE D AMONT;11300;11119;91;43.033333;2.15;0.64;
 Festes-et-Saint-André ;FESTES ET SAINT ANDRE;11300;11142;91;42.966667;2.15;1.4;
 Ginoles ;GINOLES   ;11500;11165;91;42.866667;2.15;1.72;
 Marsa ;MARSA   ;11140;11219;91;42.816667;2.15;2.07;
 Montréal ;MONTREAL   ;11290;11254;91;43.2;2.15;1.06;
 Pauligne ;PAULIGNE   ;11300;11274;91;43.066667;2.15;0.64;
 Rouvenac ;ROUVENAC   ;11260;11329;91;42.933333;2.15;1.27;
 Saint-Martin-le-Vieil ;SAINT MARTIN LE VIEIL;11170;11357;91;43.283333;2.15;1.14;
 La Bastide-l'Évêque ;LA BASTIDE L EVEQUE;12200;12021;73;44.333333;2.15;1.79;
 Lescure-Jaoul ;LESCURE JAOUL  ;12440;12128;73;44.233333;2.15;1.63;
 Vabre-Tizac ;VABRE TIZAC  ;12240;12285;73;44.266667;2.15;1.63;
 Cros-de-Montvert ;CROS DE MONTVERT ;15150;15057;83;45.066667;2.15;1.77;
 Montvert ;MONTVERT   ;15150;15135;83;44.983333;2.15;1.77;
 Rouffiac ;ROUFFIAC   ;15150;15165;83;45.016667;2.15;1.77;
 Laval-sur-Luzège ;LAVAL SUR LUZEGE ;19550;19111;74;45.233333;2.15;1.36;
 Maussac ;MAUSSAC   ;19250;19130;74;45.483333;2.15;1.16;
 Saint-Sulpice-les-Bois ;SAINT SULPICE LES BOIS;19250;19244;74;45.616667;2.15;2.04;
 Alleyrat ;ALLEYRAT   ;23200;23003;74;45.983333;2.15;0.81;
 Domeyrot ;DOMEYROT   ;23140;23072;74;46.25;2.15;1.19;
 Issoudun-Létrieix ;ISSOUDUN LETRIEIX  ;23130;23097;74;46.066667;2.15;1.39;
 Parsac ;PARSAC   ;23140;23149;74;46.2;2.15;0.89;
 Néret ;NERET   ;36400;36138;24;46.566667;2.15;2.1;
 Pérassay ;PERASSAY   ;36160;36156;24;46.466667;2.15;2.1;
 Pierrefitte-sur-Sauldre ;PIERREFITTE SUR SAULDRE ;41300;41176;24;47.508333;2.15;-1;
 Pannecières ;PANNECIERES   ;45300;45246;24;48.283333;2.15;2.17;
 Santeau ;SANTEAU   ;45170;45301;24;48.083333;2.15;1.52;
 Sennely ;SENNELY   ;45240;45309;24;47.683333;2.15;2.07;
 Cuzac ;CUZAC   ;46270;46085;73;44.583333;2.15;2.17;
 Bessonies ;BESSONIES   ;46210;46338;73;44.8;2.15;2.17;
 Abbecourt ;ABBECOURT   ;60430;60002;22;49.366667;2.15;0.77;
 Bonlier ;BONLIER   ;60510;60081;22;49.483333;2.15;1.35;
 Fontaine-Bonneleau ;FONTAINE BONNELEAU  ;60360;60240;22;49.666667;2.15;1.74;
 Francastel ;FRANCASTEL   ;60480;60253;22;49.583333;2.15;1.3;
 Hodenc-l'Evêque ;HODENC L EVEQUE ;60430;60316;22;49.35;2.15;0.77;
 Laboissière-en-Thelle ;LABOISSIERE EN THELLE ;60570;60330;22;49.3;2.15;1.35;
 Silly-Tillard ;SILLY TILLARD  ;60430;60620;22;49.333333;2.15;0.77;
 Therdonne ;THERDONNE   ;60510;60628;22;49.416667;2.15;1.39;
 Avroult ;AVROULT   ;62560;62067;31;50.633333;2.15;1.06;
 Blingel ;BLINGEL   ;62770;62142;31;50.416667;2.15;0.94;
 Buire-au-Bois ;BUIRE AU BOIS ;62390;62182;31;50.266667;2.15;1.14;
 Canlers ;CANLERS   ;62310;62209;31;50.483333;2.15;0.52;
 Dennebroeucq ;DENNEBROEUCQ   ;62560;62267;31;50.566667;2.15;0.94;
 Éperlecques ;EPERLECQUES   ;62910;62297;31;50.8;2.15;1.97;
 Incourt ;INCOURT   ;62770;62470;31;50.383333;2.15;0.52;
 Ruminghem ;RUMINGHEM   ;62370;62730;31;50.866667;2.15;2.35;
 Senlis ;SENLIS   ;62310;62790;31;50.533333;2.15;0.72;
 Setques ;SETQUES   ;62380;62794;31;50.716667;2.15;1.48;
 Tramecourt ;TRAMECOURT   ;62310;62828;31;50.466667;2.15;0.73;
 Willeman ;WILLEMAN   ;62770;62890;31;50.35;2.15;0.82;
 Zudausques ;ZUDAUSQUES   ;62500;62905;31;50.75;2.15;1.68;
 Sauto ;SAUTO   ;66210;66192;91;42.516667;2.15;1.56;
 La Celle-Saint-Cloud ;LA CELLE SAINT CLOUD;78170;78126;11;48.85;2.15;2;
 Chatou ;CHATOU   ;78400;78146;11;48.883333;2.15;2;
 Maisons-Laffitte ;MAISONS LAFFITTE  ;78600;78358;11;48.95;2.15;2;
 Montesson ;MONTESSON   ;78360;78418;11;48.916667;2.15;2;
 La Chaussée-Tirancourt ;LA CHAUSSEE TIRANCOURT ;80310;80187;11;49.95;2.15;1.38;
 Conty ;CONTY   ;80160;80211;11;49.733333;2.15;1.51;
 Épécamps ;EPECAMPS   ;80370;80270;11;50.116667;2.15;1.32;
 Picquigny ;PICQUIGNY   ;80310;80622;11;49.95;2.15;1.38;
 Taisnil ;TAISNIL   ;80710;80745;11;49.8;2.15;1.56;
 Wailly ;WAILLY   ;80160;80816;11;49.766667;2.15;1.26;
 Albi ;ALBI   ;81990;81004;11;43.933333;2.15;0.79;
 Cagnac-les-Mines ;CAGNAC LES MINES ;81130;81048;11;43.983333;2.15;1.61;
 Carbes ;CARBES   ;81570;81058;11;43.616667;2.15;1.05;
 Carmaux ;CARMAUX   ;81400;81060;11;44.05;2.15;1.46;
 Dourgne ;DOURGNE   ;81110;81081;11;43.483333;2.15;1.82;
 Jouqueviel ;JOUQUEVIEL   ;81190;81110;11;44.183333;2.15;2.24;
 Lamillarié ;LAMILLARIE   ;81120;81133;11;43.85;2.15;0.85;
 Lautrec ;LAUTREC   ;81440;81139;11;43.716667;2.15;0.47;
 Lombers ;LOMBERS   ;81120;81147;11;43.8;2.15;0.79;
 Saint-Genest-de-Contest ;SAINT GENEST DE CONTEST;81440;81250;11;43.766667;2.15;0.87;
 Boissy-la-Rivière ;BOISSY LA RIVIERE ;91690;91079;82;48.366667;2.15;1.91;
 Courson-Monteloup ;COURSON MONTELOUP  ;91680;91186;82;48.6;2.15;1;
 Étampes ;ETAMPES   ;91150;91223;82;48.433333;2.15;1.24;
 Fontaine-la-Rivière ;FONTAINE LA RIVIERE ;91690;91240;82;48.35;2.15;2.08;
 Fontenay-lès-Briis ;FONTENAY LES BRIIS ;91640;91243;82;48.616667;2.15;0.88;
 Janvry ;JANVRY   ;91640;91319;82;48.65;2.15;1.42;
 Ormoy-la-Rivière ;ORMOY LA RIVIERE ;91150;91469;82;48.4;2.15;1.58;
 Souzy-la-Briche ;SOUZY LA BRICHE ;91580;91602;82;48.533333;2.15;1.07;
 Frouville ;FROUVILLE   ;95690;95258;11;49.15;2.15;1.49;
 Labbeville ;LABBEVILLE   ;95690;95328;11;49.133333;2.15;1.15;
 Croze ;CROZE   ;23500;23071;74;45.816667;2.158333;-1;
 Bouriège ;BOURIEGE   ;11300;11045;91;42.983333;2.166667;1.09;
 Le Bousquet ;LE BOUSQUET  ;11140;11047;91;42.75;2.166667;2.53;
 Le Clat ;LE CLAT  ;11140;11093;91;42.783333;2.166667;2.3;
 Lauraguel ;LAURAGUEL   ;11300;11197;91;43.1;2.166667;0.77;
 Malras ;MALRAS   ;11300;11214;91;43.066667;2.166667;0.58;
 Raissac-sur-Lampy ;RAISSAC SUR LAMPY ;11170;11308;91;43.283333;2.166667;1.14;
 Saissac ;SAISSAC   ;11310;11367;91;43.366667;2.166667;1.71;
 Tourreilles ;TOURREILLES   ;11300;11394;91;43.016667;2.166667;0.69;
 Les Albres ;LES ALBRES  ;12220;12003;73;44.55;2.166667;1.57;
 Parlan ;PARLAN   ;15290;15147;83;44.833333;2.166667;1.71;
 Saint-Saury ;SAINT SAURY  ;15290;15214;83;44.866667;2.166667;1.71;
 Civray ;CIVRAY   ;18290;18066;24;46.966667;2.166667;1.55;
 Foëcy ;FOECY   ;18500;18096;24;47.166667;2.166667;1.55;
 Mareuil-sur-Arnon ;MAREUIL SUR ARNON ;18290;18137;24;46.883333;2.166667;1.95;
 Quincy ;QUINCY   ;18120;18190;24;47.133333;2.166667;1.55;
 Saint-Hilaire-en-Lignières ;SAINT HILAIRE EN LIGNIERES;18160;18216;24;46.733333;2.166667;1.55;
 Saint-Priest-la-Marche ;SAINT PRIEST LA MARCHE;18370;18232;24;46.45;2.166667;2.8;
 Auriac ;AURIAC   ;19220;19014;74;45.2;2.166667;1.24;
 Combressol ;COMBRESSOL   ;19250;19058;74;45.483333;2.166667;1.22;
 Lamazière-Basse ;LAMAZIERE BASSE  ;19160;19102;74;45.366667;2.166667;1.36;
 Lapleau ;LAPLEAU   ;19550;19106;74;45.283333;2.166667;1.22;
 Meymac ;MEYMAC   ;19250;19136;74;45.533333;2.166667;1.32;
 Aubusson ;AUBUSSON   ;23200;23008;74;45.95;2.166667;0.97;
 Chénérailles ;CHENERAILLES   ;23130;23061;74;46.116667;2.166667;0.88;
 Clairavaux ;CLAIRAVAUX   ;23500;23063;74;45.783333;2.166667;2.07;
 Saint-Dizier-la-Tour ;SAINT DIZIER LA TOUR;23130;23187;74;46.133333;2.166667;0.99;
 Saint-Quentin-la-Chabanne ;SAINT QUENTIN LA CHABANNE;23500;23238;74;45.866667;2.166667;1.52;
 Saint-Silvain-sous-Toulx ;SAINT SILVAIN SOUS TOULX;23140;23243;74;46.266667;2.166667;1.6;
 Souvigny-en-Sologne ;SOUVIGNY EN SOLOGNE ;41600;41251;24;47.641667;2.166667;-1;
 Guigneville ;GUIGNEVILLE   ;45300;45162;24;48.2;2.166667;1.58;
 Morville-en-Beauce ;MORVILLE EN BEAUCE ;45300;45217;24;48.25;2.166667;1.93;
 Thignonville ;THIGNONVILLE   ;45300;45320;24;48.283333;2.166667;2.17;
 Saint-Georges-sur-l'Aa ;SAINT GEORGES SUR L;59820;59532;31;50.966667;2.166667;2.73;
 Abbeville-Saint-Lucien ;ABBEVILLE SAINT LUCIEN ;60480;60003;22;49.516667;2.166667;0.97;
 Andeville ;ANDEVILLE   ;60570;60012;22;49.25;2.166667;1.27;
 Doméliers ;DOMELIERS   ;60360;60199;22;49.633333;2.166667;1.53;
 Esches ;ESCHES   ;60110;60218;22;49.216667;2.166667;1.51;
 Maulers ;MAULERS   ;60480;60390;22;49.55;2.166667;0.9;
 Nivillers ;NIVILLERS   ;60510;60461;22;49.466667;2.166667;1.01;
 Oroër ;OROER   ;60510;60480;22;49.5;2.166667;1.25;
 Blangy-sur-Ternoise ;BLANGY SUR TERNOISE ;62770;62138;31;50.416667;2.166667;1.17;
 Fillièvres ;FILLIEVRES   ;62770;62335;31;50.316667;2.166667;1.67;
 Houlle ;HOULLE   ;62910;62458;31;50.8;2.166667;1.97;
 Leulinghem ;LEULINGHEM   ;62500;62504;31;50.733333;2.166667;1.58;
 Matringhem ;MATRINGHEM   ;62310;62562;31;50.55;2.166667;1.15;
 Neulette ;NEULETTE   ;62770;62605;31;50.383333;2.166667;0.83;
 Remilly-Wirquin ;REMILLY WIRQUIN  ;62380;62702;31;50.666667;2.166667;1.21;
 Rougefay ;ROUGEFAY   ;62390;62722;31;50.266667;2.166667;1.14;
 Vincly ;VINCLY   ;62310;62862;31;50.566667;2.166667;1.42;
 Sansa ;SANSA   ;66360;66191;91;42.6;2.166667;1.97;
 Jouy-en-Josas ;JOUY EN JOSAS ;78350;78322;11;48.766667;2.166667;2.11;
 Viroflay ;VIROFLAY   ;78220;78686;11;48.8;2.166667;2.11;
 Bernaville ;BERNAVILLE   ;80370;80086;11;50.133333;2.166667;1.44;
 Berneuil ;BERNEUIL   ;80620;80089;11;50.1;2.166667;1.89;
 Berteaucourt-les-Dames ;BERTEAUCOURT LES DAMES ;80850;80093;11;50.05;2.166667;0.83;
 Clairy-Saulchoix ;CLAIRY SAULCHOIX  ;80540;80198;11;49.85;2.166667;1.59;
 Creuse ;CREUSE   ;80480;80225;11;49.833333;2.166667;2.27;
 Gorges ;GORGES   ;80370;80381;11;50.116667;2.166667;1.32;
 Guignemicourt ;GUIGNEMICOURT   ;80540;80399;11;49.866667;2.166667;1.55;
 Heuzecourt ;HEUZECOURT   ;80370;80439;11;50.166667;2.166667;1.69;
 Loeuilly ;LOEUILLY   ;80160;80485;11;49.783333;2.166667;1.14;
 Monsures ;MONSURES   ;80160;80558;11;49.7;2.166667;1.75;
 Saint-Acheul ;SAINT ACHEUL  ;80370;80697;11;50.183333;2.166667;1.81;
 Vacquerie ;VACQUERIE   ;80370;80772;11;50.116667;2.166667;1.32;
 Almayrac ;ALMAYRAC   ;81190;81008;11;44.1;2.166667;1.75;
 Arfons ;ARFONS   ;81110;81016;11;43.433333;2.166667;2.11;
 Le Garric ;LE GARRIC  ;81450;81101;11;44;2.166667;1.17;
 Lescure-d'Albigeois ;LESCURE D ALBIGEOIS ;81380;81144;11;43.95;2.166667;0.88;
 Massaguel ;MASSAGUEL   ;81110;81160;11;43.5;2.166667;1.72;
 Mirandol-Bourgnounac ;MIRANDOL BOURGNOUNAC  ;81190;81168;11;44.133333;2.166667;1.95;
 Verdalle ;VERDALLE   ;81110;81312;11;43.516667;2.166667;1.63;
 Abbéville-la-Rivière ;ABBEVILLE LA RIVIERE ;91150;91001;82;48.35;2.166667;2.08;
 Arrancourt ;ARRANCOURT   ;91690;91022;82;48.333333;2.166667;2.25;
 Breuillet ;BREUILLET   ;91650;91105;82;48.566667;2.166667;1;
 Bures-sur-Yvette ;BURES SUR YVETTE ;91440;91122;82;48.7;2.166667;1.44;
 Chauffour-lès-Étréchy ;CHAUFFOUR LES ETRECHY ;91580;91148;82;48.5;2.166667;0.74;
 Saclay ;SACLAY   ;91400;91534;82;48.733333;2.166667;1.77;
 Saint-Jean-de-Beauregard ;SAINT JEAN DE BEAUREGARD;91940;91560;82;48.666667;2.166667;1.1;
 Villeziers ;VILLEZIERS   ;91940;91903;82;48.666667;2.166667;1.1;
 Montjay ;MONTJAY   ;91440;91907;82;48.683333;2.166667;1.27;
 Auvers-sur-Oise ;AUVERS SUR OISE ;95760;95039;11;49.066667;2.166667;1;
 Hédouville ;HEDOUVILLE   ;95690;95304;11;49.15;2.166667;1.49;
 Herblay ;HERBLAY   ;95220;95306;11;49;2.166667;1.51;
 Pierrelaye ;PIERRELAYE   ;95480;95488;11;49.016667;2.166667;1.18;
 Chaon ;CHAON   ;41600;41036;24;47.608333;2.175;-1;
 Marnes-la-Coquette ;MARNES LA COQUETTE ;92430;92047;72;48.833333;2.175;-1;
 Vaucresson ;VAUCRESSON   ;92420;92076;72;48.833333;2.175;-1;
 Alzonne ;ALZONNE   ;11170;11009;91;43.266667;2.183333;1.03;
 La Digne-d'Aval ;LA DIGNE D AVAL;11300;11120;91;43.05;2.183333;0.52;
 Fa ;FA   ;11260;11131;91;42.933333;2.183333;1.27;
 Malviès ;MALVIES   ;11300;11216;91;43.116667;2.183333;1.05;
 Quillan ;QUILLAN   ;11500;11304;91;42.866667;2.183333;1.72;
 Quirbajou ;QUIRBAJOU   ;11500;11306;91;42.833333;2.183333;1.95;
 La Serpent ;LA SERPENT  ;11190;11376;91;42.966667;2.183333;1.79;
 La Capelle-Bleys ;LA CAPELLE BLEYS ;12240;12054;73;44.316667;2.183333;1.51;
 Galgan ;GALGAN   ;12220;12108;73;44.516667;2.183333;1.51;
 Privezac ;PRIVEZAC   ;12350;12191;73;44.416667;2.183333;1.51;
 Glénat ;GLENAT   ;15150;15076;83;44.9;2.183333;1.65;
 Quézac ;QUEZAC   ;15600;15157;83;44.733333;2.183333;1.88;
 Le Trioulou ;LE TRIOULOU  ;15600;15242;83;44.666667;2.183333;2.29;
 La Celle-Condé ;LA CELLE CONDE ;18160;18043;24;46.8;2.183333;1.48;
 Preuilly ;PREUILLY   ;18120;18186;24;47.1;2.183333;1.61;
 Rezay ;REZAY   ;18170;18193;24;46.683333;2.183333;1.67;
 Vignoux-sur-Barangeon ;VIGNOUX SUR BARANGEON ;18500;18281;24;47.216667;2.183333;1.49;
 Villecelin ;VILLECELIN   ;18160;18283;24;46.833333;2.183333;1.48;
 Felletin ;FELLETIN   ;23500;23079;74;45.883333;2.183333;1.41;
 Gouzougnat ;GOUZOUGNAT   ;23230;23094;74;46.166667;2.183333;1.18;
 Le Mas-d'Artige ;LE MAS D ARTIGE;23100;23125;74;45.733333;2.183333;2.4;
 Souesmes ;SOUESMES   ;41300;41249;24;47.458333;2.183333;-1;
 Escrennes ;ESCRENNES   ;45300;45137;24;48.133333;2.183333;1.11;
 Mareau-aux-Bois ;MAREAU AUX BOIS ;45300;45195;24;48.1;2.183333;1.22;
 Sully-la-Chapelle ;SULLY LA CHAPELLE ;45450;45314;24;47.966667;2.183333;0.74;
 Montredon ;MONTREDON   ;46270;46207;73;44.616667;2.183333;2.31;
 Saint-Pierre-Brouck ;SAINT PIERRE BROUCK ;59630;59539;31;50.9;2.183333;2.69;
 Le Crocq ;LE CROCQ  ;60120;60182;22;49.616667;2.183333;1.46;
 Croissy-sur-Celle ;CROISSY SUR CELLE ;60120;60183;22;49.7;2.183333;1.98;
 Mortefontaine-en-Thelle ;MORTEFONTAINE EN THELLE ;60570;60433;22;49.266667;2.183333;1.15;
 Rochy-Condé ;ROCHY CONDE  ;60510;60542;22;49.416667;2.183333;0.93;
 Velennes ;VELENNES   ;60510;60663;22;49.483333;2.183333;0.87;
 Ambricourt ;AMBRICOURT   ;62310;62026;31;50.466667;2.183333;1.17;
 Aubrometz ;AUBROMETZ   ;62390;62047;31;50.3;2.183333;1.18;
 Cléty ;CLETY   ;62380;62229;31;50.65;2.183333;1.52;
 Coyecques ;COYECQUES   ;62560;62254;31;50.6;2.183333;1.41;
 Dohem ;DOHEM   ;62380;62271;31;50.633333;2.183333;1.62;
 Éclimeux ;ECLIMEUX   ;62770;62282;31;50.4;2.183333;1.29;
 Esquerdes ;ESQUERDES   ;62380;62309;31;50.7;2.183333;1.44;
 Hezecques ;HEZECQUES   ;62310;62453;31;50.533333;2.183333;1.16;
 Lugy ;LUGY   ;62310;62533;31;50.516667;2.183333;1.03;
 Moulle ;MOULLE   ;62910;62595;31;50.783333;2.183333;1.87;
 Noeux-lès-Auxi ;NOEUX LES AUXI ;62390;62616;31;50.233333;2.183333;1.33;
 Réclinghem ;RECLINGHEM   ;62560;62696;31;50.566667;2.183333;1.51;
 Verchin ;VERCHIN   ;62310;62843;31;50.483333;2.183333;1.03;
 Fontpédrouse ;FONTPEDROUSE   ;66360;66080;91;42.516667;2.183333;1.51;
 Railleu ;RAILLEU   ;66360;66157;91;42.583333;2.183333;1.58;
 Carrières-sur-Seine ;CARRIERES SUR SEINE ;78420;78124;11;48.916667;2.183333;2.22;
 Sartrouville ;SARTROUVILLE   ;78500;78586;11;48.95;2.183333;2.22;
 Vélizy-Villacoublay ;VELIZY VILLACOUBLAY  ;78140;78640;11;48.8;2.183333;2.22;
 Béalcourt ;BEALCOURT   ;80370;80060;11;50.2;2.183333;1.93;
 Breilly ;BREILLY   ;80470;80137;11;49.933333;2.183333;0.98;
 Ferrières ;FERRIERES   ;80470;80305;11;49.9;2.183333;1.35;
 Pernois ;PERNOIS   ;80670;80619;11;50.05;2.183333;1.43;
 Tilloy-lès-Conty ;TILLOY LES CONTY ;80160;80761;11;49.75;2.183333;1.38;
 Rosières ;ROSIERES   ;81400;81230;11;44.05;2.183333;1.64;
 Saix ;SAIX   ;81710;81273;11;43.583333;2.183333;1.24;
 Viviers-lès-Montagnes ;VIVIERS LES MONTAGNES ;81290;81325;11;43.55;2.183333;1.43;
 Mauchamps ;MAUCHAMPS   ;91730;91378;82;48.533333;2.183333;1.34;
 Orsay ;ORSAY   ;91400;91471;82;48.7;2.183333;1.44;
